gene_id,count,frequency,compartment
glnM,803,0.9570917759237187,Soft-core
sbnA,803,0.9570917759237187,Soft-core
btuD_6~~~glnQ_1,803,0.9570917759237187,Soft-core
lysA_2,801,0.9547079856972587,Soft-core
group_870,801,0.9547079856972587,Soft-core
group_813,801,0.9547079856972587,Soft-core
group_3162,800,0.9535160905840286,Soft-core
nei,798,0.9511323003575686,Soft-core
group_2550,798,0.9511323003575686,Soft-core
hxlR~~~yybR,798,0.9511323003575686,Soft-core
lldD_2~~~lldD~~~lldD_1,798,0.9511323003575686,Soft-core
group_1405,798,0.9511323003575686,Soft-core
nadA,798,0.9511323003575686,Soft-core
nimT~~~yycB_2,798,0.9511323003575686,Soft-core
group_1192,798,0.9511323003575686,Soft-core
group_1191,798,0.9511323003575686,Soft-core
group_983,798,0.9511323003575686,Soft-core
yccF,798,0.9511323003575686,Soft-core
glnH,796,0.9487485101311085,Shell
nadC~~~iscS_2~~~iscS_1,796,0.9487485101311085,Shell
nadB,796,0.9487485101311085,Shell
cse1,795,0.9475566150178785,Shell
cas3~~~cas3_2~~~cas3_1,795,0.9475566150178785,Shell
cas1~~~ygbT_2~~~ygbT,795,0.9475566150178785,Shell
group_21,794,0.9463647199046484,Shell
group_1396,793,0.9451728247914184,Shell
cse3,793,0.9451728247914184,Shell
group_1195,793,0.9451728247914184,Shell
group_1194,793,0.9451728247914184,Shell
group_1012,793,0.9451728247914184,Shell
group_857,793,0.9451728247914184,Shell
casC_1,793,0.9451728247914184,Shell
macB_1,793,0.9451728247914184,Shell
group_2609,792,0.9439809296781884,Shell
group_1368,792,0.9439809296781884,Shell
ygbF,792,0.9439809296781884,Shell
group_2724,791,0.9427890345649583,Shell
arsC1,790,0.9415971394517283,Shell
group_2660,789,0.9404052443384983,Shell
group_2345,785,0.9356376638855781,Shell
group_1834,785,0.9356376638855781,Shell
group_1666,784,0.9344457687723481,Shell
group_1298,783,0.933253873659118,Shell
group_925,781,0.930870083432658,Shell
group_3358,776,0.9249106078665077,Shell
group_1271,771,0.9189511323003575,Shell
group_3127,769,0.9165673420738975,Shell
rtcB,769,0.9165673420738975,Shell
gltC_1~~~cmpR~~~hdfR_1~~~gltC_2,764,0.9106078665077473,Shell
fepD_1~~~fepD,759,0.9046483909415971,Shell
fepC~~~fepC_1,759,0.9046483909415971,Shell
yfiY,759,0.9046483909415971,Shell
carB_4~~~carB_1,758,0.9034564958283671,Shell
group_2459,757,0.902264600715137,Shell
group_2347,757,0.902264600715137,Shell
fepG~~~btuC,757,0.902264600715137,Shell
ala_2~~~arcB~~~ala_1,757,0.902264600715137,Shell
irtB_3~~~irtB_2~~~msbA_2~~~btuD_5~~~uvrA_6~~~irtB,754,0.8986889153754469,Shell
group_1282,753,0.8974970202622169,Shell
group_1391,751,0.8951132300357568,Shell
group_2042,749,0.8927294398092968,Shell
irtA_2~~~irtA~~~btuD_12,749,0.8927294398092968,Shell
group_2980,748,0.8915375446960667,Shell
betI_2~~~betI_5~~~betI_1~~~betI_6~~~betI_4,747,0.8903456495828367,Shell
group_2556,747,0.8903456495828367,Shell
puo~~~puo_1~~~thi4~~~puo_2,747,0.8903456495828367,Shell
sad_2~~~gabD1_1~~~sad_3,747,0.8903456495828367,Shell
group_1627,747,0.8903456495828367,Shell
group_3359,743,0.8855780691299165,Shell
fitA,742,0.8843861740166865,Shell
group_3123,741,0.8831942789034565,Shell
group_3036,741,0.8831942789034565,Shell
group_2823,741,0.8831942789034565,Shell
group_2275,741,0.8831942789034565,Shell
fitB~~~vapC,738,0.8796185935637664,Shell
group_801,736,0.8772348033373063,Shell
group_3409,734,0.8748510131108462,Shell
narK~~~narK_1~~~narK_2,728,0.867699642431466,Shell
cinA_1~~~cinA_2,728,0.867699642431466,Shell
group_2124,728,0.867699642431466,Shell
narX~~~narX_2~~~narX_1,728,0.867699642431466,Shell
narG~~~narG_1~~~narG_2,728,0.867699642431466,Shell
narY~~~narH,728,0.867699642431466,Shell
menH_3~~~menH_1,723,0.8617401668653158,Shell
aroE_2~~~moeB~~~aroE_1,718,0.8557806912991657,Shell
group_3243,717,0.8545887961859356,Shell
ybiT_1~~~btuD_6~~~btuD_7~~~ybiT_2,713,0.8498212157330155,Shell
group_3389,708,0.8438617401668653,Shell
rppH_3~~~rppH_1~~~rppH_2,708,0.8438617401668653,Shell
group_2487,708,0.8438617401668653,Shell
mrdA_2~~~mrdA_3~~~mrdA_1,707,0.8426698450536353,Shell
group_2759,705,0.8402860548271752,Shell
group_1726,705,0.8402860548271752,Shell
naeIR,702,0.8367103694874851,Shell
aplIM,702,0.8367103694874851,Shell
group_1888,701,0.8355184743742551,Shell
group_1685,698,0.831942789034565,Shell
group_3305,695,0.8283671036948749,Shell
group_2793,694,0.8271752085816448,Shell
group_1714,693,0.8259833134684148,Shell
group_2593,690,0.8224076281287247,Shell
group_2149,688,0.8200238379022646,Shell
cof,688,0.8200238379022646,Shell
uvrA_2~~~uvrA_3~~~uvrA_1~~~uvrA_5,685,0.8164481525625745,Shell
group_1670,685,0.8164481525625745,Shell
group_2789,684,0.8152562574493445,Shell
rip1~~~rip1_2,684,0.8152562574493445,Shell
gabD1,684,0.8152562574493445,Shell
xynR,679,0.8092967818831943,Shell
group_3282,669,0.797377830750894,Shell
group_2874,669,0.797377830750894,Shell
group_2707,668,0.7961859356376639,Shell
group_1567,666,0.7938021454112039,Shell
group_1339,666,0.7938021454112039,Shell
group_1061,666,0.7938021454112039,Shell
ulaA,665,0.7926102502979738,Shell
group_1597,665,0.7926102502979738,Shell
hdfR_2~~~hdfR_1,662,0.7890345649582837,Shell
blaB,657,0.7830750893921334,Shell
group_1332,655,0.7806912991656734,Shell
uvrA_4~~~uvrA_2~~~uvrA_3,654,0.7794994040524433,Shell
group_3031,651,0.7759237187127532,Shell
group_1690,649,0.7735399284862932,Shell
group_3249,646,0.7699642431466031,Shell
group_2854,641,0.7640047675804529,Shell
group_2853,641,0.7640047675804529,Shell
ytrE_1~~~ftsE_1~~~yknY_1~~~ytrE_2~~~btuD_7~~~ytrE,641,0.7640047675804529,Shell
group_190,636,0.7580452920143027,Shell
msbA~~~btuD_7~~~msbA_2~~~irtB_2~~~btuD_5~~~btuD_8~~~btuD_2~~~btuD_11~~~msbA_1,634,0.7556615017878426,Shell
liaR_1~~~malT,634,0.7556615017878426,Shell
vbhT~~~bepA,633,0.7544696066746126,Shell
group_2176,630,0.7508939213349225,Shell
yfiC,630,0.7508939213349225,Shell
group_2767,624,0.7437425506555423,Shell
lnrK_2,623,0.7425506555423123,Shell
group_2050,623,0.7425506555423123,Shell
group_1891,623,0.7425506555423123,Shell
group_2939,622,0.7413587604290822,Shell
group_2233,622,0.7413587604290822,Shell
bcrA_3~~~btuD_9~~~bcrA_2,622,0.7413587604290822,Shell
group_3049,620,0.7389749702026222,Shell
group_3038,620,0.7389749702026222,Shell
group_2564,620,0.7389749702026222,Shell
aes_1~~~aes_2~~~nlhH,620,0.7389749702026222,Shell
group_1235,620,0.7389749702026222,Shell
tdh~~~xylB_2,620,0.7389749702026222,Shell
group_708,620,0.7389749702026222,Shell
kinB_1~~~prrB,619,0.7377830750893921,Shell
uvrA_2~~~uvrA_5~~~uvrA_1~~~uvrA_3~~~uvrA_4,618,0.7365911799761621,Shell
gabT_1,618,0.7365911799761621,Shell
group_1249,618,0.7365911799761621,Shell
group_859,617,0.735399284862932,Shell
group_706,616,0.734207389749702,Shell
mprA_1,616,0.734207389749702,Shell
group_856,615,0.733015494636472,Shell
group_2437,614,0.7318235995232419,Shell
group_3382,612,0.7294398092967819,Shell
group_3379,612,0.7294398092967819,Shell
rlmB_2,611,0.7282479141835518,Shell
group_2367,606,0.7222884386174017,Shell
group_3325,605,0.7210965435041716,Shell
group_2349,602,0.7175208581644815,Shell
group_1621,601,0.7163289630512515,Shell
group_2998,599,0.7139451728247914,Shell
group_911,598,0.7127532777115614,Shell
group_1371,597,0.7115613825983313,Shell
group_2641,596,0.7103694874851013,Shell
group_1778,596,0.7103694874851013,Shell
recD2_2,596,0.7103694874851013,Shell
group_1366,594,0.7079856972586412,Shell
group_2889,593,0.7067938021454112,Shell
group_2597,592,0.7056019070321812,Shell
group_1819,592,0.7056019070321812,Shell
group_2391,591,0.7044100119189511,Shell
group_1908,589,0.7020262216924911,Shell
group_2664,588,0.700834326579261,Shell
group_3149,585,0.6972586412395709,Shell
group_941,585,0.6972586412395709,Shell
group_1604,584,0.6960667461263409,Shell
group_1539,581,0.6924910607866508,Shell
efeU,580,0.6912991656734208,Shell
group_197,577,0.6877234803337307,Shell
group_2536,576,0.6865315852205006,Shell
group_2392,575,0.6853396901072706,Shell
group_2829,573,0.6829558998808105,Shell
group_2601,571,0.6805721096543504,Shell
group_3278,569,0.6781883194278904,Shell
group_2526,567,0.6758045292014303,Shell
kdpC,567,0.6758045292014303,Shell
kdpA,567,0.6758045292014303,Shell
group_1370,567,0.6758045292014303,Shell
kdpD_2~~~kdpD_1~~~kdpD,567,0.6758045292014303,Shell
kdpE,567,0.6758045292014303,Shell
kdpB,567,0.6758045292014303,Shell
group_157,567,0.6758045292014303,Shell
mrr~~~mrr_2~~~mrr_1,564,0.6722288438617402,Shell
group_2958,564,0.6722288438617402,Shell
group_850,562,0.6698450536352801,Shell
group_559,562,0.6698450536352801,Shell
czcD_2,562,0.6698450536352801,Shell
group_2946,556,0.6626936829558999,Shell
group_2814,549,0.6543504171632897,Shell
group_786,544,0.6483909415971395,Shell
soj_2~~~soj_1~~~soj_3,543,0.6471990464839095,Shell
group_129,543,0.6471990464839095,Shell
betI_4,540,0.6436233611442194,Shell
group_128,540,0.6436233611442194,Shell
group_183,538,0.6412395709177592,Shell
group_2538,537,0.6400476758045291,Shell
btuC~~~fepG_2,537,0.6400476758045291,Shell
group_2877,536,0.6388557806912991,Shell
qacA_2~~~qacA_3~~~mdtD~~~qacA_1,533,0.635280095351609,Shell
group_3306,532,0.634088200238379,Shell
group_1203,532,0.634088200238379,Shell
group_102,529,0.6305125148986889,Shell
btuD_4~~~ykoD_2~~~btuD_10~~~artM,526,0.6269368295589988,Shell
yagA,523,0.6233611442193087,Shell
group_3266,523,0.6233611442193087,Shell
group_2953,523,0.6233611442193087,Shell
group_105,522,0.6221692491060786,Shell
btuC_1~~~fepD_2~~~yfhA_1,520,0.6197854588796186,Shell
pinR~~~hin~~~hin_1~~~hin_3~~~hin_2,518,0.6174016686531585,Shell
group_2296,517,0.6162097735399285,Shell
ecfT_2~~~ecfT_1,515,0.6138259833134684,Shell
group_1860,515,0.6138259833134684,Shell
group_1256,515,0.6138259833134684,Shell
cdr_2~~~cdr~~~cdr_1,515,0.6138259833134684,Shell
ykoD_1~~~ykoD,515,0.6138259833134684,Shell
group_187,515,0.6138259833134684,Shell
group_2125,513,0.6114421930870083,Shell
group_1601,513,0.6114421930870083,Shell
csoR,513,0.6114421930870083,Shell
manP,512,0.6102502979737783,Shell
recD2~~~recD2_1~~~recD2_2,512,0.6102502979737783,Shell
group_3405,510,0.6078665077473182,Shell
group_3323,510,0.6078665077473182,Shell
group_3076,510,0.6078665077473182,Shell
group_2916,510,0.6078665077473182,Shell
group_126,508,0.6054827175208581,Shell
group_2857,505,0.601907032181168,Shell
group_2013,505,0.601907032181168,Shell
group_1164,505,0.601907032181168,Shell
cmtR_1,503,0.599523241954708,Shell
czcD_2~~~czcD,501,0.5971394517282479,Shell
group_804,501,0.5971394517282479,Shell
group_1516,500,0.5959475566150179,Shell
group_112,500,0.5959475566150179,Shell
tnpR,499,0.5947556615017878,Shell
group_1127,496,0.5911799761620977,Shell
group_988,496,0.5911799761620977,Shell
ldh,495,0.5899880810488677,Shell
group_1508,494,0.5887961859356377,Shell
hin_1~~~pinR~~~hin~~~pinR_2~~~hin_2,493,0.5876042908224076,Shell
group_2404,493,0.5876042908224076,Shell
argF_2~~~argF_1~~~argF,493,0.5876042908224076,Shell
group_1284,493,0.5876042908224076,Shell
malT,493,0.5876042908224076,Shell
group_601,493,0.5876042908224076,Shell
arcC1,493,0.5876042908224076,Shell
group_3429,492,0.5864123957091776,Shell
group_1498,492,0.5864123957091776,Shell
bmrA~~~yheH~~~msbA_2,492,0.5864123957091776,Shell
group_3144,489,0.5828367103694875,Shell
group_2433,488,0.5816448152562574,Shell
group_3421,486,0.5792610250297974,Shell
group_1051,485,0.5780691299165673,Shell
group_1785,484,0.5768772348033373,Shell
group_3252,483,0.5756853396901073,Shell
group_2684,483,0.5756853396901073,Shell
group_2683,483,0.5756853396901073,Shell
group_750,482,0.5744934445768772,Shell
group_3390,481,0.5733015494636472,Shell
group_132,481,0.5733015494636472,Shell
dadA1_1~~~dadA_2~~~dadA~~~dadA1~~~dadA1_2,480,0.5721096543504172,Shell
insK_1~~~insK,478,0.5697258641239571,Shell
group_2542,476,0.567342073897497,Shell
group_3315,475,0.566150178784267,Shell
group_3078,475,0.566150178784267,Shell
group_3024,475,0.566150178784267,Shell
group_1030,475,0.566150178784267,Shell
group_3141,473,0.5637663885578069,Shell
group_3117,473,0.5637663885578069,Shell
group_3116,473,0.5637663885578069,Shell
group_3025,473,0.5637663885578069,Shell
group_3023,473,0.5637663885578069,Shell
group_3020,473,0.5637663885578069,Shell
group_1380,473,0.5637663885578069,Shell
group_1367,472,0.5625744934445769,Shell
group_2996,469,0.5589988081048868,Shell
group_2616,468,0.5578069129916567,Shell
group_2383,467,0.5566150178784267,Shell
group_1949,466,0.5554231227651967,Shell
group_1948,466,0.5554231227651967,Shell
group_1668,466,0.5554231227651967,Shell
group_653,466,0.5554231227651967,Shell
group_2751,465,0.5542312276519666,Shell
group_2068,465,0.5542312276519666,Shell
ytrB,465,0.5542312276519666,Shell
group_1313,464,0.5530393325387366,Shell
group_3069,463,0.5518474374255066,Shell
group_2753,462,0.5506555423122765,Shell
group_802,462,0.5506555423122765,Shell
dadA~~~dadA_2~~~dadA1~~~dadA1_1~~~dadA_1,460,0.5482717520858165,Shell
group_1302,460,0.5482717520858165,Shell
pnp_1~~~pnp_2,459,0.5470798569725864,Shell
group_3055,457,0.5446960667461264,Shell
group_2412,457,0.5446960667461264,Shell
group_1453,457,0.5446960667461264,Shell
btuD_9~~~ytrE_3~~~btuD_8,456,0.5435041716328963,Shell
group_1193,455,0.5423122765196663,Shell
group_621,455,0.5423122765196663,Shell
group_2490,450,0.5363528009535161,Shell
group_2368,450,0.5363528009535161,Shell
group_1692,450,0.5363528009535161,Shell
group_1289,450,0.5363528009535161,Shell
group_3290,446,0.531585220500596,Shell
group_3232,446,0.531585220500596,Shell
group_2322,446,0.531585220500596,Shell
group_2058,446,0.531585220500596,Shell
group_3240,444,0.5292014302741359,Shell
cinA_1,440,0.5244338498212158,Shell
group_2413,439,0.5232419547079857,Shell
group_2634,437,0.5208581644815257,Shell
group_3314,436,0.5196662693682956,Shell
group_1450,435,0.5184743742550656,Shell
group_1932,430,0.5125148986889154,Shell
group_2053,429,0.5113230035756854,Shell
group_619,429,0.5113230035756854,Shell
group_1361,428,0.5101311084624554,Shell
group_2336,427,0.5089392133492253,Shell
group_1926,427,0.5089392133492253,Shell
group_1381,427,0.5089392133492253,Shell
group_1325,427,0.5089392133492253,Shell
nirC_1~~~nirC_2,427,0.5089392133492253,Shell
phoU1,426,0.5077473182359953,Shell
degU~~~narL,425,0.5065554231227652,Shell
group_2464,424,0.5053635280095352,Shell
group_1120,422,0.5029797377830751,Shell
group_725,421,0.5017878426698451,Shell
entS,419,0.499404052443385,Shell
group_148,417,0.4970202622169249,Shell
group_3353,416,0.4958283671036949,Shell
btuD_5~~~btuD_6~~~btuD_9~~~btuD_7,415,0.49463647199046484,Shell
group_1085,415,0.49463647199046484,Shell
group_1137,413,0.4922526817640048,Shell
group_980,413,0.4922526817640048,Shell
group_3145,411,0.4898688915375447,Shell
group_2229,411,0.4898688915375447,Shell
group_1928,411,0.4898688915375447,Shell
group_3334,410,0.48867699642431467,Shell
group_2371,410,0.48867699642431467,Shell
group_759,410,0.48867699642431467,Shell
group_3131,409,0.48748510131108463,Shell
gmuR~~~yurK~~~gamR,408,0.4862932061978546,Shell
msrP~~~msrP_2~~~msrP_1,404,0.48152562574493446,Shell
group_3084,403,0.4803337306317044,Shell
group_2177,403,0.4803337306317044,Shell
group_22,403,0.4803337306317044,Shell
group_2483,402,0.4791418355184744,Shell
group_16,400,0.4767580452920143,Shell
group_3361,399,0.4755661501787843,Shell
group_1513,394,0.4696066746126341,Shell
group_2363,391,0.466030989272944,Shell
group_3369,389,0.4636471990464839,Shell
group_3022,389,0.4636471990464839,Shell
merR1,389,0.4636471990464839,Shell
group_2190,389,0.4636471990464839,Shell
group_1066,389,0.4636471990464839,Shell
group_589,389,0.4636471990464839,Shell
group_3298,387,0.4612634088200238,Shell
bin3,387,0.4612634088200238,Shell
group_3301,386,0.4600715137067938,Shell
group_1204,386,0.4600715137067938,Shell
irtB_1,386,0.4600715137067938,Shell
group_742,385,0.45887961859356374,Shell
group_622,385,0.45887961859356374,Shell
group_135,384,0.4576877234803337,Shell
group_141,382,0.45530393325387364,Shell
group_1378,381,0.4541120381406436,Shell
group_874,380,0.45292014302741357,Shell
group_3346,377,0.44934445768772346,Shell
group_3848,376,0.44815256257449343,Shell
group_2428,374,0.44576877234803336,Shell
group_1550,374,0.44576877234803336,Shell
xerC_4~~~xerC_3~~~xerC_7~~~xerC_1,374,0.44576877234803336,Shell
mtnN,374,0.44576877234803336,Shell
group_3320,372,0.4433849821215733,Shell
group_2885,372,0.4433849821215733,Shell
group_243,372,0.4433849821215733,Shell
group_122,372,0.4433849821215733,Shell
group_1463,371,0.44219308700834326,Shell
tetM~~~tetW~~~tetO~~~tetW_1,371,0.44219308700834326,Shell
group_2422,369,0.4398092967818832,Shell
group_3347,368,0.43861740166865315,Shell
group_2524,368,0.43861740166865315,Shell
group_3309,367,0.4374255065554231,Shell
nfdA,367,0.4374255065554231,Shell
group_1683,367,0.4374255065554231,Shell
abaF_3~~~abaF_2,366,0.4362336114421931,Shell
group_2399,366,0.4362336114421931,Shell
group_3014,365,0.43504171632896305,Shell
group_2385,365,0.43504171632896305,Shell
group_2217,365,0.43504171632896305,Shell
btuD_6~~~cydB,365,0.43504171632896305,Shell
group_2043,365,0.43504171632896305,Shell
cydA,365,0.43504171632896305,Shell
group_2954,364,0.433849821215733,Shell
folP~~~folP_2,364,0.433849821215733,Shell
group_12,364,0.433849821215733,Shell
group_179,363,0.432657926102503,Shell
group_3250,362,0.43146603098927294,Shell
group_2063,362,0.43146603098927294,Shell
group_1881,362,0.43146603098927294,Shell
group_884,362,0.43146603098927294,Shell
cydD,362,0.43146603098927294,Shell
lldR,362,0.43146603098927294,Shell
group_2341,361,0.4302741358760429,Shell
group_1364,361,0.4302741358760429,Shell
group_1369,360,0.42908224076281287,Shell
higB1,360,0.42908224076281287,Shell
group_3277,359,0.42789034564958284,Shell
patZ,356,0.42431466030989273,Shell
group_1243,356,0.42431466030989273,Shell
group_1238,356,0.42431466030989273,Shell
acuC,356,0.42431466030989273,Shell
acsA~~~acs,356,0.42431466030989273,Shell
echA8,356,0.42431466030989273,Shell
raaS~~~betI_3,356,0.42431466030989273,Shell
group_831,356,0.42431466030989273,Shell
group_830,356,0.42431466030989273,Shell
group_494,356,0.42431466030989273,Shell
mmsB,356,0.42431466030989273,Shell
mmgC_1,356,0.42431466030989273,Shell
bauC,356,0.42431466030989273,Shell
recD2_1~~~recD2~~~recD2_2,356,0.42431466030989273,Shell
group_3341,355,0.4231227651966627,Shell
group_3095,355,0.4231227651966627,Shell
xerC_3~~~xerC_2,355,0.4231227651966627,Shell
menB_2,354,0.42193087008343266,Shell
group_147,354,0.42193087008343266,Shell
group_1069,353,0.42073897497020263,Shell
group_467,353,0.42073897497020263,Shell
group_292,353,0.42073897497020263,Shell
group_3324,352,0.4195470798569726,Shell
emrE,352,0.4195470798569726,Shell
group_361,352,0.4195470798569726,Shell
group_2665,351,0.41835518474374256,Shell
group_2226,351,0.41835518474374256,Shell
group_2059,351,0.41835518474374256,Shell
group_1217,351,0.41835518474374256,Shell
group_510,351,0.41835518474374256,Shell
group_875,350,0.4171632896305125,Shell
group_2478,349,0.4159713945172825,Shell
group_2821,348,0.41477949940405245,Shell
argF,348,0.41477949940405245,Shell
group_2269,348,0.41477949940405245,Shell
group_1084,348,0.41477949940405245,Shell
group_715,348,0.41477949940405245,Shell
group_247,348,0.41477949940405245,Shell
xerC_2~~~xerC_4,347,0.4135876042908224,Shell
group_1791,347,0.4135876042908224,Shell
gdx,346,0.4123957091775924,Shell
group_1268,346,0.4123957091775924,Shell
group_2436,345,0.41120381406436235,Shell
group_3319,344,0.4100119189511323,Shell
group_3288,344,0.4100119189511323,Shell
mbtB~~~angR~~~dltA_2~~~dltA_1~~~pksJ~~~tycC,344,0.4100119189511323,Shell
group_1464,344,0.4100119189511323,Shell
group_1449,344,0.4100119189511323,Shell
btuD_8~~~btuD_7~~~ykoD_1,344,0.4100119189511323,Shell
group_992,344,0.4100119189511323,Shell
group_991,344,0.4100119189511323,Shell
irtB_2~~~irtA_2~~~irtB_1~~~irtB_3,344,0.4100119189511323,Shell
ecfT_3~~~ecfT_1,344,0.4100119189511323,Shell
group_551,344,0.4100119189511323,Shell
group_547,344,0.4100119189511323,Shell
tylN,344,0.4100119189511323,Shell
irtA_2,344,0.4100119189511323,Shell
group_2123,343,0.4088200238379023,Shell
pikAV,343,0.4088200238379023,Shell
drrA_2,343,0.4088200238379023,Shell
group_3034,342,0.40762812872467225,Shell
group_2680,342,0.40762812872467225,Shell
rbsK_2~~~rbsK_1,342,0.40762812872467225,Shell
purR~~~ccpA,342,0.40762812872467225,Shell
mdtL~~~qacA_1,342,0.40762812872467225,Shell
rihB,342,0.40762812872467225,Shell
group_154,342,0.40762812872467225,Shell
group_2864,340,0.4052443384982122,Shell
btuD_9~~~btuD_8~~~btuD_3~~~btuD_1~~~btuD_6~~~btuD_2,340,0.4052443384982122,Shell
group_4303,339,0.40405244338498214,Shell
group_2571,339,0.40405244338498214,Shell
group_3264,338,0.4028605482717521,Shell
group_2429,338,0.4028605482717521,Shell
group_3310,335,0.399284862932062,Shell
group_3357,334,0.39809296781883197,Shell
group_791,334,0.39809296781883197,Shell
group_2830,333,0.39690107270560193,Shell
group_2246,331,0.39451728247914186,Shell
group_2114,331,0.39451728247914186,Shell
group_1354,331,0.39451728247914186,Shell
arsA,331,0.39451728247914186,Shell
cstA_2~~~btsT,331,0.39451728247914186,Shell
group_1882,330,0.3933253873659118,Shell
group_1108,330,0.3933253873659118,Shell
group_2355,328,0.3909415971394517,Shell
group_1923,328,0.3909415971394517,Shell
group_3057,327,0.38974970202622167,Shell
group_2887,327,0.38974970202622167,Shell
group_3242,326,0.38855780691299163,Shell
group_1756,324,0.38617401668653156,Shell
tetW~~~tetW_1,324,0.38617401668653156,Shell
fabG3~~~hcaB_1~~~fabG3_1~~~fabG3_2~~~hcaB~~~bacC,323,0.38498212157330153,Shell
group_2017,323,0.38498212157330153,Shell
ykoD_1~~~ykoD~~~ykoD_2,323,0.38498212157330153,Shell
ecfT_2,323,0.38498212157330153,Shell
group_136,323,0.38498212157330153,Shell
group_2476,322,0.3837902264600715,Shell
group_2016,321,0.38259833134684146,Shell
group_150,320,0.3814064362336114,Shell
btuD_9~~~ecfA1~~~ykoD_1,319,0.3802145411203814,Shell
insK_5,318,0.37902264600715135,Shell
group_1618,317,0.3778307508939213,Shell
group_42,317,0.3778307508939213,Shell
group_2317,316,0.3766388557806913,Shell
group_1374,316,0.3766388557806913,Shell
smc_6~~~smc_3~~~smc_2~~~smc_4,314,0.3742550655542312,Shell
group_2781,314,0.3742550655542312,Shell
group_1595,313,0.3730631704410012,Shell
group_186,313,0.3730631704410012,Shell
group_3331,312,0.37187127532777114,Shell
group_1420,312,0.37187127532777114,Shell
group_2873,311,0.3706793802145411,Shell
insK,311,0.3706793802145411,Shell
group_2018,310,0.3694874851013111,Shell
group_1529,306,0.36471990464839094,Shell
group_1010,306,0.36471990464839094,Shell
group_1798,303,0.36114421930870083,Shell
group_244,303,0.36114421930870083,Shell
group_26,303,0.36114421930870083,Shell
tycC~~~lgrD_2~~~lgrD_1~~~dltA_1~~~lgrB_2~~~lgrD~~~dltA_4~~~dhbF~~~lgrB_1~~~lgrB~~~dltA_2,302,0.3599523241954708,Shell
group_1317,302,0.3599523241954708,Shell
group_1287,302,0.3599523241954708,Shell
group_1152,302,0.3599523241954708,Shell
arnA~~~fmt_1,302,0.3599523241954708,Shell
yfhA_2~~~yfhA_1,302,0.3599523241954708,Shell
fes,302,0.3599523241954708,Shell
carB_1,302,0.3599523241954708,Shell
group_405,302,0.3599523241954708,Shell
yfiZ_1,302,0.3599523241954708,Shell
dedA_1,302,0.3599523241954708,Shell
group_2494,301,0.35876042908224076,Shell
group_181,301,0.35876042908224076,Shell
group_2817,300,0.3575685339690107,Shell
rplF_2~~~rplF_1,300,0.3575685339690107,Shell
rpsH_1,300,0.3575685339690107,Shell
group_1826,299,0.3563766388557807,Shell
group_1517,299,0.3563766388557807,Shell
merA_1~~~merA_2~~~merA,299,0.3563766388557807,Shell
group_1232,298,0.35518474374255066,Shell
group_1351,297,0.3539928486293206,Shell
group_1115,297,0.3539928486293206,Shell
stoA,297,0.3539928486293206,Shell
group_1412,296,0.3528009535160906,Shell
dusB~~~dus_1,296,0.3528009535160906,Shell
group_133,295,0.35160905840286055,Shell
group_2307,294,0.3504171632896305,Shell
insK_4~~~insK,294,0.3504171632896305,Shell
group_3006,293,0.3492252681764005,Shell
group_2861,293,0.3492252681764005,Shell
group_1118,293,0.3492252681764005,Shell
group_3322,292,0.34803337306317045,Shell
group_1910,292,0.34803337306317045,Shell
group_2136,291,0.3468414779499404,Shell
group_3267,290,0.3456495828367104,Shell
group_1116,290,0.3456495828367104,Shell
group_849,290,0.3456495828367104,Shell
group_1404,289,0.34445768772348034,Shell
msrP_1,289,0.34445768772348034,Shell
rcdA,289,0.34445768772348034,Shell
group_3365,288,0.3432657926102503,Shell
group_2365,288,0.3432657926102503,Shell
group_2097,288,0.3432657926102503,Shell
group_1827,288,0.3432657926102503,Shell
group_1151,288,0.3432657926102503,Shell
group_1021,288,0.3432657926102503,Shell
ant1,288,0.3432657926102503,Shell
group_3253,286,0.34088200238379024,Shell
group_2264,286,0.34088200238379024,Shell
group_1149,286,0.34088200238379024,Shell
group_896,286,0.34088200238379024,Shell
group_736,286,0.34088200238379024,Shell
group_671,286,0.34088200238379024,Shell
group_2253,285,0.3396901072705602,Shell
group_1363,285,0.3396901072705602,Shell
group_2714,284,0.33849821215733017,Shell
group_1201,284,0.33849821215733017,Shell
group_3283,283,0.33730631704410013,Shell
group_2204,281,0.33492252681764006,Shell
group_1394,281,0.33492252681764006,Shell
group_662,279,0.33253873659118,Shell
group_2818,278,0.33134684147794996,Shell
group_1879,278,0.33134684147794996,Shell
group_3189,277,0.3301549463647199,Shell
group_2198,277,0.3301549463647199,Shell
isdG,277,0.3301549463647199,Shell
group_995,277,0.3301549463647199,Shell
group_469,277,0.3301549463647199,Shell
fecE~~~hmuV_2,276,0.3289630512514899,Shell
mdtK~~~mdtK_2,276,0.3289630512514899,Shell
kinB_1~~~senX3_2~~~prrB_2~~~cusS~~~prrB,276,0.3289630512514899,Shell
btuF_3,276,0.3289630512514899,Shell
btuC_2,276,0.3289630512514899,Shell
group_2934,275,0.32777115613825986,Shell
group_2712,275,0.32777115613825986,Shell
group_3150,274,0.3265792610250298,Shell
group_1839,274,0.3265792610250298,Shell
group_1770,274,0.3265792610250298,Shell
mbtH,274,0.3265792610250298,Shell
pvdA_2~~~pvdA~~~pvdA_1,274,0.3265792610250298,Shell
btuD_5,274,0.3265792610250298,Shell
group_1168,274,0.3265792610250298,Shell
